file_name,url,neighborhood,district,service,title_length,meta_length,status,timestamp
bolgelerkadikoyzuhtupasa-hali-yikama.html,https://dryallekurutemizleme.com/bolgeler/kadikoy/zuhtupasa-hali-yikama.html,Zühtüpaşa,Kadıköy,Halı Yıkama,42,130,success,2025-08-16T19:48:01.744424
bolgelerkadikoyzuhtupasa-koltuk-yikama.html,https://dryallekurutemizleme.com/bolgeler/kadikoy/zuhtupasa-koltuk-yikama.html,Zühtüpaşa,Kadıköy,Koltuk Yıkama,44,132,success,2025-08-16T19:48:01.745744
bolgelerkadikoyzuhtupasa-perde-temizleme.html,https://dryallekurutemizleme.com/bolgeler/kadikoy/zuhtupasa-perde-temizleme.html,Zühtüpaşa,Kadıköy,Perde Temizleme,46,134,success,2025-08-16T19:48:01.747227
bolgelerkadikoyzuhtupasa-ev-tekstili-temizligi.html,https://dryallekurutemizleme.com/bolgeler/kadikoy/zuhtupasa-ev-tekstili-temizligi.html,Zühtüpaşa,Kadıköy,Ev Tekstili Temizliği,52,140,success,2025-08-16T19:48:01.748718
bolgelerkadikoyzuhtupasa-canta-temizleme.html,https://dryallekurutemizleme.com/bolgeler/kadikoy/zuhtupasa-canta-temizleme.html,Zühtüpaşa,Kadıköy,Çanta Temizleme,46,134,success,2025-08-16T19:48:01.750922
bolgelerkadikoyzuhtupasa-kumas-deri-boyama.html,https://dryallekurutemizleme.com/bolgeler/kadikoy/zuhtupasa-kumas-deri-boyama.html,Zühtüpaşa,Kadıköy,Kumaş Deri Boyama,48,136,success,2025-08-16T19:48:01.752426
bolgelerkadikoyzuhtupasa-lostra-hizmeti.html,https://dryallekurutemizleme.com/bolgeler/kadikoy/zuhtupasa-lostra-hizmeti.html,Zühtüpaşa,Kadıköy,Lostra Hizmeti,45,133,success,2025-08-16T19:48:01.754131
bolgelerkadikoyzuhtupasa-utu-hizmetleri.html,https://dryallekurutemizleme.com/bolgeler/kadikoy/zuhtupasa-utu-hizmetleri.html,Zühtüpaşa,Kadıköy,Ütü Hizmetleri,45,133,success,2025-08-16T19:48:01.755805
bolgelerkadikoyosmanaga-kuru-temizleme.html,https://dryallekurutemizleme.com/bolgeler/kadikoy/osmanaga-kuru-temizleme.html,Osmanağa,Kadıköy,Kuru Temizleme,44,132,success,2025-08-16T19:48:01.757137
bolgelerkadikoyosmanaga-gelinlik-temizleme.html,https://dryallekurutemizleme.com/bolgeler/kadikoy/osmanaga-gelinlik-temizleme.html,Osmanağa,Kadıköy,Gelinlik Temizleme,48,136,success,2025-08-16T19:48:01.759284
bolgelerkadikoyosmanaga-abiye-temizleme.html,https://dryallekurutemizleme.com/bolgeler/kadikoy/osmanaga-abiye-temizleme.html,Osmanağa,Kadıköy,Abiye Temizleme,45,133,success,2025-08-16T19:48:01.760822
bolgelerkadikoyosmanaga-valiz-temizleme.html,https://dryallekurutemizleme.com/bolgeler/kadikoy/osmanaga-valiz-temizleme.html,Osmanağa,Kadıköy,Valiz Temizleme,45,133,success,2025-08-16T19:48:01.762425
bolgelerkadikoyosmanaga-bavul-temizleme.html,https://dryallekurutemizleme.com/bolgeler/kadikoy/osmanaga-bavul-temizleme.html,Osmanağa,Kadıköy,Bavul Temizleme,45,133,success,2025-08-16T19:48:01.764078
bolgelerkadikoyosmanaga-hali-yikama.html,https://dryallekurutemizleme.com/bolgeler/kadikoy/osmanaga-hali-yikama.html,Osmanağa,Kadıköy,Halı Yıkama,41,129,success,2025-08-16T19:48:01.765674
bolgelerkadikoyosmanaga-koltuk-yikama.html,https://dryallekurutemizleme.com/bolgeler/kadikoy/osmanaga-koltuk-yikama.html,Osmanağa,Kadıköy,Koltuk Yıkama,43,131,success,2025-08-16T19:48:01.767828
bolgelerkadikoyosmanaga-perde-temizleme.html,https://dryallekurutemizleme.com/bolgeler/kadikoy/osmanaga-perde-temizleme.html,Osmanağa,Kadıköy,Perde Temizleme,45,133,success,2025-08-16T19:48:01.769658
bolgelerkadikoyosmanaga-ev-tekstili-temizligi.html,https://dryallekurutemizleme.com/bolgeler/kadikoy/osmanaga-ev-tekstili-temizligi.html,Osmanağa,Kadıköy,Ev Tekstili Temizliği,51,139,success,2025-08-16T19:48:01.771779
bolgelerkadikoyosmanaga-canta-temizleme.html,https://dryallekurutemizleme.com/bolgeler/kadikoy/osmanaga-canta-temizleme.html,Osmanağa,Kadıköy,Çanta Temizleme,45,133,success,2025-08-16T19:48:01.773543
